student	question	course_page_number	unit_page_number	module_page_number	page_question_number	question_type	answered	correct	persisted
600b29e71e99fb7d9decf12b	5fc5eb23807e2b24830b2907	25	23	3	20	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb23807e2b24830b2983	25	23	3	22	HA_MCMS	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb23807e2b24830b2a3f	25	23	3	24	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb23807e2b24830b2a93	25	23	3	25	HA_MCMS	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb21807e2b24830b2299	38	36	5	8	HA_MCMS	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb21807e2b24830b22e9	38	36	5	9	HA_FITB	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb21807e2b24830b2311	38	36	5	10	HA_FITB	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb21807e2b24830b235b	38	36	5	11	HA_MCMS	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb21807e2b24830b23c3	38	36	5	12	HA_Pulldown	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb1f807e2b24830b1dc7	119	117	5	2	AG_Matching	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb1f807e2b24830b1ddb	119	117	5	3	AG_Matching	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb20807e2b24830b1fad	119	117	5	15	HA_MCMS	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb20807e2b24830b1ff3	119	117	5	16	HA_FITB	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb20807e2b24830b2133	119	117	5	21	HA_MCMS	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb31807e2b24830b55f2	149	147	2	4	HA_FITB	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb31807e2b24830b567a	149	147	2	6	HA_MC	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb32807e2b24830b57ca	149	147	2	10	HA_Pulldown	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb28807e2b24830b3850	12	10	2	0	AG_Matching	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb28807e2b24830b3878	12	10	2	2	AG_Matching	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb28807e2b24830b3a07	12	10	2	14	HA_MCMS	1	0	1
600b29e71e99fb7d9decf12b	5fc5eb28807e2b24830b3aae	12	10	2	17	HA_MCMS	1	0	1
